rating,sentiment,cleaned_comment,comment
4,1,خوب وباکییفیت,خوب وباکییفیت
5,1,دستگاه بسیار خوب نظر کارایی عمل‌کرد شارژر‌های بسیار پیشنهاد میشه دستگاه دکمه روی طعبیه‌شده‌امکان تنظیم تایمر سه حالت داره یعنی اگر اشتباها دکمه تنظیم اضافه تر فشار بدید امکان تنظیم دوباره نیست باید جریان برق قطع دوباره دکمه کیفیت جنس دستگاه عالیه,"دستگاه بسیار خوب از نظر کارایی و عملکرد برای شارژر های گوشی بسیار پیشنهاد میشه 
این دستگاه با دکمه ای که روی اون طعبیه شده امکان تنظیم تایمر در سه حالت رو داره و 
یعنی اگر اشتباها دکمه تنظیم رو اضافه تر فشار بدید امکان تنظیم دوباره نیست و باید جریان برق رو قطع کنید و دوباره دکمه رو بزنید.
کیفیت و جنس دستگاه هم عالیه"
5,1,بسیار عالی کاربردی,بسیار عالی و کاربردی
5,1,ظاهر بسیار عالی کار‌شده‌و بسته‌بندی عالی تایمر را امتحان سه حالت کار کاملا دقیق اس طرز کار ساده اس اما مورد محافظ بودن برابر نوسانات برق فعلا الله اعلم چرا دراز مدت کنار دستگاه محافظ دیگر مقایسه آن‌ها می‌توان مورد ابراز نظر کرد اگر واقعا محافظ‌بود حتما بعدا مورد ...,ظاهر آن بسیار عالی کار شده و بسته بندی عالی‌تر، تایمر آن را امتحان کردم و در هر سه حالت کار میکند و کاملاً دقیق است، طرز کار با آن ساده است اما در مورد محافظ بودن در برابر نوسانات برق فعلاً الله اعلم، چرا که در دراز مدت در کنار دستگاههای محافظ دیگر و در مقایسه با آنها میتوان در موردش ابراز نظر کرد و اگر واقعا محافظ بود حتماً بعداً در مورد آن خواهم نوشت...
4,1,خیلی خوب وباکیفیته مرور زمان چجوری باشه مهمه !,خیلی خوب وباکیفیته با مرور زمان چجوری باشه اون مهمه!
5,1,محصول دو رنگ آبی سفید زرد نظر جز زرد بقیه رنگ قشنگن نور خیلی قشنگی محیط میده وقتی برق وصل میشه تنها نقطه ضعف نظر قیمت هست اگر قید تایمر بزنین هادرون مدل ارزون تری داره تجربه خیلی خوبی,من این محصول رو در دو رنگ آبی و سفید دارم و زردش رو هم دیدم. به نظرم به جز زرد بقیه رنگ ها قشنگن. نور خیلی قشنگی به محیط میده وقتی به برق وصل میشه. تنها نقطه ضعف به نظرم قیمتش هست. اگر قید تایمر رو بزنین هادرون مدل ارزون تری داره که با اون هم تجربه خیلی خوبی داشتم
5,1,جز قیمت بالا هیچ ایراد نداره عالیه ... ولی قیمت واقعا بالاست اگه نیاز لذت برند هادرون محشره بهترین ایرانیه دوسش قبلا مدل پایین ساده هنوز .. هیچ ایراد ندارن پول نمیرسه وگرنه 10تا سه وسیله یکی,به جز قیمت بالاش، هیچ ایرادی نداره. عالیه... ولی قیمتش واقعا بالاست. اگه نیاز دارید بخرید و لذت ببرید برند هادرون محشره. بهترین کالای ایرانیه که دوسش دارم. قبلا هم مدل های پایینترش و ساده رو داشتم و هنوز دارم.. هیچ ایرادی هم ندارن. پولم نمیرسه وگرنه 10تا میخریدم واسه هر وسیله ای یکی
5,1,سر تایم کامل قطع میکنه فیکسه همه مهم اینکه جنس ایرانیه باید هموطن خودمون سفره پهن کردن سه کارگر حمایت سه ازشون کاملا راضی خدا خیرشون,"سر تایم کامل قطع میکنه و فیکسه و از همه مهمتر اینکه جنس ایرانیه و باید از هموطن های خودمون که یه سفره پهن کردن واسه کارگر ها حمایت کنیم 
من سه تا ازشون گرفتم و کاملا راضیم خدا خیرشون بده"
5,1,ایرانی کیفیت خوبی,کالای ایرانی با کیفیتی و خوبی بود
5,1,خخیلی مفید,خخیلی مفید بود
4,1,الان راضی تایمر درست کار میکنه سر تایم انتخابی برق قطع می‌کنه تتها بدی داره اینه آداپتور سوپر سامسونگ وصل خیلی شله راحت جدا میشه چند نزدیک‌بود محافظ بیوفته بشکنه,تا الان که راضیم. تایمر درست کار میکنه و سر تایم انتخابی برق رو قطع می کنه. تتها بدی که داره اینه که آداپتور سوپر فست شارژ سامسونگ رو که بهش وصل میکنی خیلی شله و راحت ازش جدا میشه. چند نزدیک بود محافظ بیوفته بشکنه.
5,1,فقط توی شگفت اتگیز میصرفه !,فقط توی شگفت اتگیز میصرفه!
5,1,عالی,عالی
5,1,خاموش کردن حالت تایمر دکمه گرد چند ثانیه نگهدارید اگه نظر بنده لطفا لایک بقیه ببینن نظر ممنون,"برای خاموش کردن حالت تایمر ، دکمه گرد رو چند ثانیه نگهدارید


اگه نظر بنده رو پسندیدید لطفا لایک کنید تا بقیه هم ببینن این نظر رو
ممنون"
5,1,خرید شک یک بار ایرانی افختار جنس کیفیت زده حمایت محصول کاربردی خوش قیمت کیفیت دقیق کار میکنه خیالتون زمانبندی راحت زمان انتخابی روی محصول مدت زمان مورد نیاز بسیاری وسایل مورد نیاز مطابقت داره موبایل لپ تاپ ....,"در خریدش شک نکنید یک بار ایرانی با افختار جنس با کیفیت زده و حمایت میکنم از این محصول کاربردی ، خوش قیمت و با کیفیت.
دقیق کار میکنه و خیالتون از زمانبندی راحت، زمان های انتخابی روی محصول با مدت زمان مورد نیاز برای شارژ بسیاری از وسایل مورد نیاز برای شارژ مطابقت داره از گوشی موبایل تا ساعت و لپ تاپ و ...."
1,0,شگفت‌انگیز ولی حس دست دوم بودن را بسته‌بندی کاملا باز‌بود پر خط خش خاک‌بود اصلا اکبند نبود ولی کار مشکل,در شگفت انگیز خریدم ولی کالا حس دست دوم بودن را می دهد بسته بندی کاملا باز بود و پر از خط و خش و خاک بود و اصلا اکبند نبود ولی کار میکند و مشکلی ندارد
5,1,بهترین خرید ولی,بهترین خرید ولی در شکفت انگیز
5,1,هادرون برند مورد اعتمادیه نسبت باقی رقباش شناخته‌شده‌تره گارانتی خوبی داره نگران چیز محصول اونقدر کیفیت هست متریال مناسب داخل استفاده‌شده‌که خراب نیست سه تایم 45 دقیقه 1 : 30 3 داره بسته استفاده عالیه محصول محافظ هست صورت نوسان برق برق قطع میکنه دیوایس محافظت میکنه همه تبدیل میخوره حتی اگر شارژرتون عادی‌بود پریز مستقیم میتونید محصول محافظت تایمر استفاده,"هادرون برند مورد اعتمادیه 
نسبت به باقی رقباش شناخته شده تره و گارانتی خوبی داره
نگران چیزی نباشید این محصول اونقدر با کیفیت هست و از متریال مناسبی داخلش استفاده شده که خراب بشو نیست
سه تا تایم ۴۵ دقیقه ، ۱:۳۰ ساعت و ۳ ساعت داره که بسته به استفاده شما عالیه
این محصول محافظ هم هست و در صورت نوسان برق برق رو قطع میکنه و از دیوایس شما محافظت میکنه
به همه تبدیل ها میخوره 
حتی اگر شارژرتون عادی بود و به پریز مستقیم میخورد هم میتونید از این محصول برای محافظت و تایمر استفاده کنید"
5,1,سلام بنده شارژکردن موبایل چرا توجه هزینه بسیار گزاف تعمیرات قیمت چنین محصول نیاز‌بود مدیریت شارژکردن قبیل دقت مد نظر را اگر صورت فراموش کنه فرد وسیله خودش را برداره تعیین کردن زمان مورد نظر تعریف‌شده‌روی محصول قطع کردن اتوماتیک خیالمون راحت هست باطری وسیله اسیب نمیبینه یک هفته استفاده نظر را میگ پیشنهاد وسیله هاتون یکی تهیه بسیار ...,سلام بنده برای شارژکردن گوشی موبایل و ساعتم گرفتم چرا که با توجه به هزینه های بسیار گزاف تعمیرات و قیمت کالاها به چنین محصولی نیاز بود و بتوان در مدیریت شارژکردن این قبیل کالاها دقت مد نظر را داشت و اگر در هر صورت فراموش کنه فرد و وسیله خودش را از شارژ برداره با تعیین کردن زمان مورد نظر و تعریف شده روی این محصول با قطع کردن اتوماتیک آ خیالمون راحت هست و باطریهای وسیله هام اسیب نمیبینه بعد از یک هفته استفاده دارم نظرم را میگم پیشنهاد میکنم برای وسیله هاتون یکی تهیه کنید بسیار  ...
5,1,فقط توی شگفت‌انگیز میصرفه,فقط توی شگفت انگیز میصرفه
5,1,دومین باره کیفیت خوبه اما برخلاف نظرات اکثریت اغراق‌آمیز عالی نیست !!! اولین بار یک سال پیش خردی جای دوشاخه باز‌شده‌و زیادی لق میزنه دومی فکر همون درد دچار بشه کل مصرف بهترین انتخاب هست مخصوصا شب بتونی راحت بذاری 2 ساعته صبح ورداری,"این دومین باره که خریدم کیفیتش خوبه اما برخلاف نظرات اکثریت اغراق آمیز عالی نیست!!!
اولین بار که یک سال پیش خردیم جای دوشاخه هاش باز شده و زیادی لق میزنه. این دومی هم فکر کنم به همون درد دچار بشه. در کل برای مصارف شارژ گوشی بهترین انتخاب هست مخصوصا شب ها که بتونی راحت بذاری شارژ 2 ساعته تو فست شارژ و بگیری بخوابی صبح ورداری."
1,0,یک هفته کار,بعد از یک هفته از کار افتاد
5,1,عالیه خرید شک,عالیه تو خریدش شک نکنید
5,1,دو سه بار استفاده خوب نظر طراحی کیفیت بدنه محصول بسته‌بندی واقعا باید دست مریزاد گفت سازنده ش برند کیفیت ایرانی فقط اینکه روز برق میره امیدوار خراب نشه,"دو سه بار استفاده کردم خوب بود
از نظر طراحی، کیفیت بدنه محصول، بسته بندی واقعا باید دست مریزاد گفت به سازنده ش
یه برند با کیفیت ایرانی
فقط اینکه هر روز برق میره
امیدوارم خراب نشه"
4,1,نظر قیمت نسبت محصول بالاست اما خب خیال راحته تایمر تموم شد برق قطع میشه میشه چیز مختلف رو‌باهاش کرد ضمن اینکه وقتی اول برق وصل میشه دستگاهی وصله روشن میشه اگر تایمر‌ست نشه ادامه پیدا میکنه بنظرم ایراده,به نظرم قیمت نسبت به محصول بالاست. اما خب خیالت راحته که تایمر که تموم شد برق قطع میشه و میشه چیزای مختلف رو‌باهاش شارژ کرد. ضمن اینکه وقتی اول به برق وصل میشه دستگاهی که بهش وصله روشن میشه و اگر تایمر ست نشه شارژ ادامه پیدا میکنه که بنظرم این ایراده
5,1,خوبه راضی,خوبه راضیم
5,1,همه چیز دقیق مرتب هست طبق مشخصا کیفیت خوبه خیلی موقع میتونه کاربرد داشته باشه مخصوصا تایمرش عنوان مثال هنگام خواب میشه خیال راحت گوشیتون یا وسیله برقی دیگه نیاز سر تایم خاموش بشه کارایی داره باید دقت کرد استفاده وسایل مثل بخاری برقی لباسشویی دسته وسایل برقی نیست,"همه چیز دقیق و مرتب هست طبق مشخصات.
کیفیت کالا خوبه
خیلی مواقع میتونه کاربرد داشته باشه مخصوصا تایمرش 
به عنوان مثال هنگام خواب میشه با خیال راحت گوشیتون رو شارژ بزنید
یا وسیله برقی دیگه که نیاز دارید سر تایم خاموش بشه کارایی داره
 باید دقت کرد این کالا برای استفاده وسایلی مثل بخاری برقی و لباسشویی و این دسته وسایل برقی نیست."
4,1,کاربردی هست,کاربردی هست
4,1,چون خیلی الآن پشتیبانی میکنن سرعت بالاست بنظرم زمان تایمر‌ها باید روی نیم چهل پنج دقیقه یک تنظیم واقعا مخصوصا تایمر سه ساعتی نیازی نیود چون تولید داخل هست خب قیمت باید منصفانه تر باشه چون واقعا قیمت زیاده,چون خیلی از گوشی های الآن از فست شارژ پشتیبانی میکنن و سرعت شارژ بالاست بنظرم زمان تایمر ها باید روی نیم ساعت، چهل و پنج دقیقه و یک ساعت تنظیم میشد و واقعا به مخصوصا تایمر سه ساعتی نیازی نیود. چون تولید داخل هستش خب قیمت هم باید منصفانه تر باشه چون واقعا این قیمت زیاده.
4,1,الان یک هفته هست حدودا دارمش خود تولید‌کننده خریداری کاملا سالم بسته‌بندی عالی گارانتی استعلام 8سال 1405 واقعا خیلی خوبه گرونترش مدل خارجی گارانتی ندارن ولی داره خودش قوت قلبه,الان یک هفته هست حدودا که دارمش و از خود تولید کننده خریداری کردم کاملا سالم و بسته بندی عالی گارانتی رو استعلام گرفتم تا ۸سال ۱۴۰۵ داشت که واقعا خیلی خوبه از این گرونترش و مدل های خارجی گارانتی ندارن ولی این داره و این خودش قوت قلبه
5,1,خیلی خوب‌بود اما هنوز امتحان سالمه یا نه,خیلی خوب بود اما هنوز امتحان نکردم ببینم سالمه یا نه
5,1,دومین باری هست محصول سفارش میدم محافظت جلوگیری صدمه دستگاه دیوایس مورد استفاده خیلی خوبه گارانتی داره,"دومین باری هستش که این محصول رو سفارش میدم
برای محافظت و جلوگیری از صدمه به دستگاه و دیوایس مورد استفاده خیلی خوبه
گارانتی هم داره."
5,1,یکی بهترین واقعا بدردم خورد همین وسیله‌بود خدا پدر سازندشو بیامرزه ضمنا دیگه خیال راحته موبایل شب برق بزار روی تایمری دوست‌داری خودش قطع کننه ونگر وقتی بیدار میشی توی شارژه وعمر باطری موبایل افزایش پیدا می‌کنه,"یکی از بهترین خریدهای من که واقعا بدردم خورد همین وسیله بود ،
خدا پدر سازندشو بیامرزه،ضمنا دیگه خیالت راحته موبایل شب بزن به برق بزار روی تایمری که دوست داری تا خودش قطع کننه ونگران نباشی که تا وقتی بیدار میشی توی شارژه،وعمر باطری موبایلت افزایش پیدا می‌کنه"
5,1,واقعا کیفیت عالی,واقعا با کیفیت عالی
4,1,واقعا نظر کیفیت ساخت عمل‌کرد عالیه اما ایکاش توجه یا سوپر شدن موبایل رعایت میانگین بین 30 80 درصد حفظ عمر باطری زمان‌بندی قطع برق مدل یا مدل دیگری زمان پایین تری مثلا 30 15و45 دقیقه برنامه‌ریزی یا تولید بشه انتخاب هرکسی توجه نیاز خواسته اش برسه,واقعا از نظر کیفیت ساخت و عملکرد عالیه. اما ایکاش با توجه به فست یا سوپر فست شارژ شدن گوشی های موبایل و رعایت میانگین شارژ بین 30 تا 80 درصد برای حفظ عمر باطری ها، زمان بندی قطع برق در این مدل یا مدل دیگری با زمان های پایین تری مثلا 30،15و45 دقیقه برنامه ریزی و یا تولید می شد که بشه با انتخاب اون هرکسی با توجه به نیازش به خواسته اش برسه.
4,1,نشون میده تولید‌کننده ایرانی اگه بخواد میتونه جنس خوب تولید کنه البته کیفیت فقط ظاهر کار نیست عمل‌کرد محصول طولانی مدت ملاکه امیدوار مثل متریال ظاهر خوبی داره عمل‌کرد درست ماندگاری بالا داشته باشه تولید‌کننده محترم لطفا قیمت منصفانه تر کن افراد بیشتر بتونن محصول خوب استفاده کن فقط نکته نظر داشته باشین کامل جریان برق قطع نمیکنه فقط اگه تایمر تنظیم مدت زمان‌ست‌شده‌جریان برق ...,"این کالا نشون میده که تولید کننده ایرانی هم اگه بخواد میتونه جنس خوب تولید کنه.
البته کیفیت فقط به ظاهر کار نیست و عملکرد محصول در طولانی مدت هم ملاکه.
امیدوارم مثل متریال و ظاهر خوبی که داره عملکرد درست و ماندگاری بالا هم داشته باشه.
تولید کننده محترم لطفاً قیمت رو منصفانه تر کن تا افراد بیشتری بتونن‌ از محصول خوب شما استفاده کن.

فقط این نکته رو در نظر داشته باشین که بعد از شارژ کامل جریان برق رو قطع نمیکنه و فقط اگه تایمر تنظیم کنید بعد از مدت زمان ست شده جریان برق رو ..."
4,1,بار قطع وصل شدن برق یا جداسازی وصل کردن پریز برق بدون دستور روشن شدن بصورت خودکار برق جریان میندازه حتی وقتیکه پریز وصل هست زدن کلید تایمر تایم سیم سمت مخالف کلید تایمر تنهایی قطع میکنه مسئله خودی خود مرور باعث خرابی قسمت شارژر ویا وسیله برقی دیگه‌ای مدام باید وصله میشه ... البته اگر برعکس مشکلتون حل میشه منتها بهتر‌بود یک عدد کلید دوبل قطع وصل استاندارد براش نظر میگرفتن ... کل زیاد محافظ ول ...,"با هر بار قطع و وصل شدن برق یا جداسازی و وصل کردن به پریز برق بدون دستور روشن شدن بصورت خودکار برق رو به جریان میندازه، حتی وقتیکه به پریز وصل هست هم با زدن کلید تایمر، بعد اون تایم، سیم سمت مخالف کلید تایمر رو به تنهایی قطع میکنه و این مسئله به خودی خود به مرور باعث خرابی قسمتی از شارژر ویا هر وسیله برقی دیگه ای که مدام باید بهش وصله میشه...
البته اگر برعکسش کنید مشکلتون حل میشه منتها بهتر بود یک عدد کلید دوبل قطع و وصل استاندارد هم براش در نظر میگرفتن...
در کل زیاد محافظ ول ..."
4,1,نظر کیفیت ساخت عمل‌کرد عالیه محافظه تایمر داره نور پردازیش مثل چراغ خواب اتاق تاریکی روشن می‌کنه افرین تولید‌کننده اینقدر کیفیت محصول ساخته نکته دقت تایمر مدل 102 داره یک ون شروع می‌شه نا 5 یک مدل 103 داره 45 دقیقه شروع می‌شه 3 بسته کاربردی براتون داره مدل مورد نظر سفارش بدید اشتباه,از نظر کیفیت ساخت و عملکرد عالیه . هم محافظه و هم تایمر داره و نور پردازیش مثل یه چراغ خواب اتاق رو تو تاریکی روشن می کنه . افرین به تولید کننده که اینقدر با کیفیت این محصول رو ساخته. به یه نکته دقت کنید این تایمر یه مدل ۱۰۲ داره که از یک ساعت ونیم شروع می شه نا ۵ ساعت و یک مدل ۱۰۳ داره که از ۴۵ دقیقه شروع می شه تا ۳ ساعت . بسته به کاربردی که براتون داره مدل مورد نظر رو سفارش بدید و اشتباه نکنید.
4,1,بادرود فقط توصیه تولید کننده داخلی اگر انتظار تولید ملی حمایت بشه باید تولید باکیفیت خیلی عالی فوق العاده ضمانت نامه واقعی جنسشون خریدار احترام بزارند خریدار ( مشتری ) انتظار داشته باشند ازشون خرید حمایت بشه کیفیت محصول خیلی خوب هست امیدوار همیشه همینجوری خوب باشه پشتیبانی خیلی خوبی داشته باشه واقعا بسته‌بندی محصول جنس کیفیت کارایی خوب خیلی لذت,"بادرود
فقط یه توصیه دارم برای تولید کننده های داخلی
اگر انتظار دارند از تولید ملی حمایت بشه باید با تولید باکیفیت خیلی عالی و فوق العاده با ضمانت نامه واقعی برای جنسشون و خریدار احترام بزارند و بعد، از خریدار ( مشتری ) انتظار داشته باشند ازشون با خرید حمایت بشه.
کیفیت این محصول خیلی خوب هستش
امیدوارم همیشه همینجوری خوب باشه و پشتیبانی خیلی خوبی داشته باشه.
واقعا از بسته بندی محصول، جنس و کیفیت و کارایی خوب خیلی لذت بردم."
4,1,محافظ تایمردار کیفیت ایرانی ارسال خیلی مشکل دارن اداره پست قرار داد ندارن اگه دیر ارسال کردن خودمون اونجا برش انبار توی شهر ندارن یعنی توی خونه ی کسی بسته میاره انبار‌داری میشه شماره ی فرد ارسال‌کننده نمی‌دن ارتباط فرد ارسال‌کننده خودشون نمیتونن ارتباط برقرار کنن قیمت بالا ارسال رایگان نداره یعنی 2 میلیون بالا خرید کنی ولی باز هزینه ارسال بدی,"هم محافظ هم تایمردار هم با کیفیت ایرانی
در ارسال خیلی مشکل دارن
با اداره پست قرار داد ندارن که اگه دیر ارسال کردن خودمون از اونجا برش داریم
انبار توی شهر ها ندارن یعنی توی خونه ی کسی که بسته رو میاره انبار داری میشه 
شماره ی فرد ارسال کننده رو نمی دن باهاش ارتباط بگیریم
با فرد ارسال کننده خودشون هم نمیتونن ارتباط برقرار کنن
برای خرید های با قیمت بالا ارسال رایگان نداره 
یعنی ۲ میلیون به بالا خرید کنی ،ولی باز هم هزینه ارسال بدی"
5,1,توی تخفیف خوب سالمه,توی تخفیف گرفتم ، خوب و سالمه
5,1,فوق العاده خوب,فوق العاده خوب
5,1,هادرون کار درسته محافظ خوب عمل می‌کنه تایمر 45 دقیقه یک نیم سه داره,هادرون کارش درسته محافظش هم خوب عمل می‌کنه و تایمر ۴۵ دقیقه و یک ساعت و نیم و سه ساعت داره
5,1,قبلا استفاده مجدد سفارش,قبلا استفاده کرده بودم مجدد  سفارش دادم
5,1,یعنی خداوکیلی ایرانی بخواد چیز تولید کنه چیز میسازه رقیب نداره دمتون گرم شرکت هادرون امیدوار تعریف تمجید باعث نشه محصول بی‌کیفیت تولید همین دست فرمون برید جلو لطفا,یعنی خداوکیلی ایرانی بخواد چیزی تولید کنه ، یه چیزی میسازه  که رقیبی نداره ، دمتون گرم شرکت هادرون ، امیدوارم این تعریف و تمجید ها باعث نشه محصول رو بی کیفیت تولید کنید ، با همین دست فرمون برید جلو لطفا
5,1,یدونه نوسان برق خراب کرد گارانتی بدون پرسش تعویض عرض 2 انجام شد دقت داشته باشین توی سری جدید حداقل 45 دقیقه اس عالی ه قبلی 1.5 شروع الان تغییر دادن خیلی خوب شده,"یدونه داشتم نوسان برق خرابش کرد گارانتی بدون پرسش و تعویض در عرض ۲ ساعت انجام شد.
دقت داشته باشین توی سری های جدید حداقل شارژ ۴۵ دقیقه است که برای گوشی های فست عالی ه قبلی هاش از ۱.۵ ساعت شروع میشد که الان تغییر دادن و خیلی خوب شده"
4,1,کیفیت خوبه ولی مطمئن نیست محافظ باشه چون وقتی برق اومد 2 ثانیه برق وصل کرد اصلا صبر ولتاژ ثابت بشه,کیفیتش خوبه ولی مطمئن نیستم محافظ هم باشه چون وقتی برق اومد بعد 2 ثانیه برق رو وصل کرد اصلا صبر نکرد ولتاژ ثابت بشه
5,1,تبدیل عالیه دسته افراد سلامت باتری گوشیشون براشون مهمه شدت توصیه شب وقت خواب تایم مورد نظرتون تنظیم خیالی آسوده خودم همیشه چون آخرین لحظه قبل خواب دستم‌بود همیشه نگران این‌بودم وقتی صبح فشار میاد باتری,این تبدیل عالیه برای اون دسته افرادی که سلامت باتری گوشیشون براشون مهمه به شدت توصیه میکنم شب وقت خواب تایم مورد نظرتون رو تنظیم میکنید گوشی رو میزنید به شارژ و با خیالی آسوده میخوابید من خودم همیشه چون تا آخرین لحظه قبل خواب گوشیم دستم بود همیشه نگران این بودم که وقتی میزنم به شارژ تا صبح فشار میاد به باتری گوشیم
1,0,قطع برق کلا همین خریده بودمش مرجوعش,قطع نمیکرد برق و و کلا برای همین خریده بودمش و مرجوعش کردم
5,1,کیفیت ساخت عالیه مطابق توضیحات ش‌بود باز یکی دیگه سفارش مردم ایران ساخت میهن خودمون را کیفیت بالا ساخته میشه تولید‌کنندگان وجدان داخلی سعی تولید جنس درجه یک دارن حمایت وظیفه اس,کیفیت ساختش عالیه و مطابق توضیحات ش بود. بازم یکی دیگه سفارش دادم. ما مردم ایران بایستی کالاهای ساخت میهن خودمون را که با کیفیت بالا ساخته میشه، بخریم و از تولید کنندگان با وجدان داخلی که سعی در تولید جنس درجه یک دارن حمایت کنیم. این وظیفه است.
5,1,کیفیت خوبی داره کاملا ایمن مطمئن,کیفیت خوبی داره، کاملا ایمن و مطمئن
2,0,سری اول چند ماه پیش تایمرش 1 / 5 - 2 / 5 _ 5 ساعته‌بود الان 45 دقیقه 1 / 5 3 ساعته هست اولی 220 دومی تخفیف 320 دیگه عادت گرونی قشنگ جا باز,"سری اول چند ماه پیش خریدم تایمرش ۱/۵-۲/۵_۵ ساعته بود 
الان خریدم ۴۵ دقیقه ۱/۵ ساعت و ۳ ساعته هست
اولی رو ۲۲۰ خریدم دومی رو با تخفیف ۳۲۰
دیگه عادت کردیم به گرونی قشنگ جا باز کردیم"
5,1,باسلام خدمت دوست بسته‌بندی کیفیت متریال عالی استفاده ی شارژر موبایل جا داره تایم کمتر بشن چون موبایل باتری شدن مثلا تایم تقسیم 30 دقیقه 45 دقیقه 60 دقیقه بشه الان وضعیت بین 20 80 درصد باتری موبایلم‌رو نگه سرعت 20 80 درصد 40 دقه طول میکشه می 5دقیقه شارژرم توی برق باشه تایم بگذره موبایل وصل ظاهرا همین تایم 45 دقیقه‌ای تازگی سری شماره ی جدیدی اضاف کردن پس حواستون ...,"باسلام خدمت دوستان
بسته بندی و کیفیت متریال عالی.

برای استفاده ی شارژر موبایل جا داره تایم ها کمتر بشن چون موبایل ها و باتری ها فست شارژ شدن
مثلا تایم ها تقسیم به ۳۰ دقیقه و ۴۵ دقیقه و ۶۰ دقیقه بشه.

الان با این وضعیت که بین ۲۰ تا ۸۰ درصد باتری موبایلم‌رو نگه میدارم و سرعت شارژم از ۲۰ تا ۸۰ درصد ۴۰ دقه طول میکشه میزارم ۵دقیقه شارژرم توی برق باشه و تایمش بگذره بعد موبایل رو وصل می کنم. 
و ظاهرا همین تایم ۴۵ دقیقه ای هم به تازگی با سری و شماره ی جدیدی اضاف کردن 
پس‌ حواستون با ..."
4,1,عااالی,عااالی
5,1,خیلی خوبه کاربردی,خیلی خوبه و کاربردی
5,1,خیلی خوبه راضی ام,خیلی خوبه و راضی ام
5,1,محافظ برق هادرون همیشه عالی بوده,محافظ برق هادرون همیشه عالی بوده
5,1,کیفیت توجه قیمت عالیه خیلی کاربردیه شب صبح میخوای نمیخوای باطری اسیب ببینه عالیه ایفون 14 پرومکس خیلی خوب‌بود قدرت بهتر مبدل ساده بوده سر تایم 1 / 5 1 درصد 100 درصد رسوند خودش برق وارد‌شده‌به قطع کرد,کیفیتش با توجه به قیمتش عالیه و خیلی کاربردیه برای شب تا صبح که میخوای گوشی بزنی به شارژ و نمیخوای باطری اسیب ببینه عالیه ، من برای ایفون 14 پرومکس گرفتم خیلی خوب بود و قدرت شارژم بهتر از مبدل های ساده بوده و سر تایم 1/5 ساعت از 1 درصد به 100 درصد رسوند و خودش برق وارد شده به گوشی قطع کرد
4,1,خوب توصیه خصوصا شگفت‌انگیز,"خوب
توصیه میکنم بخرید
خصوصا در شگفت انگیز"
5,1,باکیفیت وعالیه خیلی خوشرنگه واقعا همه چی تمومه,باکیفیت وعالیه. خیلی هم خوشرنگه. واقعا همه چی تمومه
4,1,چند سال هست محصول استفاده الان کسی محصول فقط اینکه آخر شب خودش قطع کنه خوبه محافظ داره خیلی دقیق عمل می‌کنه ولی عیب بدی داره اینه اگر برق قطع وصل شد یا محافظ عمل کرد کلا برق یکسره وصل میکنه,"چند سالی هست از این محصول استفاده میکنم
الان هم برای کسی خریدم
این محصول فقط برای اینکه آخر شب گوشی رو بزنید شارژ و خودش قطع کنه خوبه
محافظ داره که خیلی دقیق عمل می‌کنه
ولی عیب بدی که داره اینه که اگر برق قطع و وصل شد یا محافظ عمل کرد ، بعدش کلا برق رو یکسره وصل میکنه"
1,0,متاسفانه تایمر کار نمیکنه چون موقع باز کردن بسته‌بندی نتونستم مرجوع,متاسفانه تایمر کار نمیکنه چون موقع باز کردن بسته بندی رو انداخته بودم رفته بود نتونستم مرجوع کنم
5,1,حتما بگیرین عالی هست,حتما برای گوشی بگیرین و عالی هست
5,1,باسلام محصولات هادرون مثل همیشه عالی وباکیفیت,باسلام محصولات هادرون مثل همیشه عالی وباکیفیت
5,1,واقعا کاربردیه قطعا هممون موقع دستگاههامون فراموش سر تایم مناسب برق بکشیمشون تایمر واقعا موبایل بانک هندزفری برابر خرابی زود موعد باطریاشون کمکتون می‌کنه,"واقعا کاربردیه 
قطعا هممون موقع شارژ دستگاههامون فراموش می کنیم سر تایم مناسب از برق بکشیمشون و این تایمر واقعا از گوشی موبایل ، پاور بانک ، هندزفری ، ساعت و  در برابر خرابی زودتر از موعد باطریاشون کمکتون می کنه"
5,1,سلام مورد خیلی خوب اینه دیوار چند راهی برق وصل شب میخوام تنظیم روی 45 دقیقه خودش همه شارژرهارو خاموش میکنه کل عالیه راضی هست,"سلام
یه مورد خیلی خوب اینه که من اون رو زدم به دیوار بعد چند راهی برق رو وصل کردم به اون ، شبها که میخوام بخوابم تنظیم میکنم روی ۴۵ دقیقه خودش همه شارژرهارو خاموش میکنه
در کل عالیه و من راضی هستم"
